id,split,lemma,number,case,form,rod_primary,vzor_primary,stem,suffix,stem_suffix_boundary,source_morphemes,source_morpheme_boundaries
482,pattern_representative,kuratórium,pl,L,kuratóriách,n,médium,kuratóri,ách,[8],kur|atóri|um,"[3, 8]"
483,pattern_representative,gymnázium,sg,I,gymnáziom,n,médium,gymnázi,om,[7],gymnázi|um,[7]
484,pattern_representative,úškrnok,sg,L,úškrnku,mi,výsledok,úškrnk,u,[6],ú|škr|n|ok,"[1, 4, 5]"
485,pattern_representative,analfabetizmus,pl,L,analfabetizmoch,mi,problém,analfabetizm,och,[12],an|alf|a|bet|izm|us,"[2, 5, 6, 9, 12]"
486,pattern_representative,jogizmus,pl,I,jogizmami,mi,problém,jogizm,ami,[6],jog|izm|us,"[3, 6]"
487,pattern_representative,kompendium,pl,A,kompendiá,n,médium,kompendi,á,[8],kompendi|um,[8]
488,pattern_representative,opál,sg,I,opálom,mi,materiál,opál,om,[4],opál,[]
489,pattern_representative,tarhoňa,pl,I,tarhoňami,f,poisťovňa,tarhoň,ami,[6],tarhoň|a,[6]
490,pattern_representative,listáreň,sg,I,listárňou,f,elektráreň,listárň,ou,[7],list|áreň,[4]
491,pattern_representative,navštevovateľ,sg,L,navštevovateľovi,mp,priateľ,navštevovateľ,ovi,[13],navštev|ov|ateľ,"[7, 9]"
492,pattern_representative,priehlavok,pl,G,priehlavkov,mi,výsledok,priehlavk,ov,[9],prie|hlav|ok,"[4, 8]"
493,pattern_representative,panel,pl,A,panely,mi,hotel,panel,y,[5],panel,[]
494,pattern_representative,textológ,sg,D,textológovi,mp,syn,textológ,ovi,[8],text|o|lóg,"[4, 5]"
495,pattern_representative,ošiaľ,pl,G,ošiaľov,mi,žiaľ,ošiaľ,ov,[5],o|šiaľ,[1]
496,pattern_representative,škriatok,sg,G,škriatka,mp,svedok,škriatk,a,[7],škriat|ok,[6]
497,pattern_representative,staršina,sg,I,staršinom,mp,hrdina,staršin,om,[7],star|š|in|a,"[4, 5, 7]"
498,pattern_representative,premožiteľ,sg,I,premožiteľom,mp,priateľ,premožiteľ,om,[10],pre|mož|iteľ,"[3, 6]"
499,pattern_representative,kriminál,pl,L,krimináloch,mi,materiál,kriminál,och,[8],krimin|ál,[6]
500,pattern_representative,tmel,sg,D,tmelu,mi,materiál,tmel,u,[4],tmel,[]
501,pattern_representative,bojler,pl,D,bojlerom,mi,hotel,bojler,om,[6],bojl|er,[4]
502,pattern_representative,člen,pl,N,členovia,mp,syn,člen,ovia,[4],člen,[]
503,pattern_representative,apogeum,sg,A,apogeum,n,médium,apoge,um,[5],apo|ge|um,"[3, 5]"
504,pattern_representative,kaňa,pl,A,kane,f,poisťovňa,kane,ø,[],kaň|a,[3]
505,pattern_representative,ded,pl,I,dedmi,mp,syn,ded,mi,[3],ded,[]
506,pattern_representative,minisukňa,pl,N,minisukne,f,poisťovňa,minisukne,ø,[],mini|suk|ň|a,"[4, 7, 8]"
507,pattern_representative,humience,pl,L,humiencach,n,líce,humienc,ach,[7],humien|c|e,"[6, 7]"
508,pattern_representative,ansámbel,pl,I,ansámblami,mi,materiál,ansámbl,ami,[7],ansámbel,[]
509,pattern_representative,vlastizradca,sg,L,vlastizradcovi,mp,hrdina,vlastizradc,ovi,[11],vlast|i|zrad|c|a,"[5, 6, 10, 11]"
510,pattern_representative,cícerok,pl,D,cícerkom,mi,kúsok,cícerk,om,[6],cícer|ok,[5]
511,pattern_representative,vývažok,sg,I,vývažkom,mi,výsledok,vývažk,om,[6],vý|važ|ok,"[2, 5]"
512,pattern_representative,zbraň,pl,G,zbraní,f,dlaň,zbran,í,[5],zbraň,[]
513,pattern_representative,pária,pl,I,páriami,mp,hrdina,pár,iami,[3],pári|a,[4]
514,pattern_representative,náramok,sg,G,náramku,mi,výsledok,náramk,u,[6],ná|ram|ok,"[2, 5]"
515,pattern_representative,obhajca,sg,G,obhajcu,mp,hrdina,obhajc,u,[6],ob|haj|c|a,"[2, 5, 6]"
516,pattern_representative,pražiareň,sg,A,pražiareň,f,elektráreň,pražiareň,ø,[],praž|iareň,[4]
517,pattern_representative,delírium,sg,G,delíria,n,médium,delír,ia,[5],delír|i|um,"[5, 6]"
518,pattern_representative,zať,sg,L,zaťovi,mp,syn,zať,ovi,[3],zať,[]
519,pattern_representative,koniareň,pl,A,koniarne,f,elektráreň,koniarn,e,[7],kon|iareň,[3]
520,pattern_representative,promile,sg,L,promile,n,neskl,promile,ø,[],promile,[]
521,pattern_representative,kázeň,sg,L,kázni,f,elektráreň,kázn,i,[4],káz|eň,[3]
522,pattern_representative,podšéf,sg,A,podšéfa,mp,syn,podšéf,a,[6],pod|šéf,[3]
523,pattern_representative,kročaj,pl,G,kročají,f,esej,kročaj,í,[6],kroč|aj,[4]
524,pattern_representative,dóža,sg,D,dóžovi,mp,hrdina,dóž,ovi,[3],dóž|a,[3]
525,pattern_representative,benefícium,sg,L,benefíciu,n,médium,benefíc,iu,[7],ben|e|fíci|um,"[3, 4, 8]"
526,pattern_representative,jedáleň,sg,A,jedáleň,f,elektráreň,jedáleň,ø,[],jed|ál|eň,"[3, 5]"
527,pattern_representative,záujemca,sg,G,záujemcu,mp,hrdina,záujemc,u,[7],záujem|c|a,"[6, 7]"
528,pattern_representative,sušiareň,pl,L,sušiarňach,f,elektráreň,sušiarň,ach,[7],suš|iareň,[3]
529,pattern_representative,hotel,sg,I,hotelom,mi,hotel,hotel,om,[5],hotel,[]
530,pattern_representative,ambulatórium,pl,N,ambulatóriá,n,médium,ambulatóri,á,[10],ambul|atóri|um,"[5, 10]"
531,pattern_representative,rande,pl,G,rande,n,neskl,rande,ø,[],rande,[]
532,pattern_representative,múzeum,pl,D,múzeám,n,médium,múze,ám,[4],múz|e|um,"[3, 4]"
533,pattern_representative,nedorastok,sg,L,nedorastkovi,mp,svedok,nedorastk,ovi,[9],ne|do|rast|ok,"[2, 4, 8]"
534,pattern_representative,strieľňa,pl,N,strieľne,f,dielňa,strieľne,ø,[],strieľ|ň|a,"[6, 7]"
535,pattern_representative,salchov,sg,D,salchovu,mp,syn,salchov,u,[7],salchov,[]
536,pattern_representative,veľkokapitál,sg,L,veľkokapitáli,mi,materiál,veľkokapitál,i,[12],veľ|k|o|kapit|ál,"[3, 4, 5, 10]"
537,pattern_representative,garde,sg,I,garde,n,neskl,garde,ø,[],garde,[]
538,pattern_representative,kolkáreň,sg,A,kolkáreň,f,elektráreň,kolkáreň,ø,[],kol|k|áreň,"[3, 4]"
539,pattern_representative,braček,sg,L,bračekovi,mp,syn,braček,ovi,[6],bra|ček,[3]
540,pattern_representative,oriešok,pl,D,orieškom,mi,kúsok,oriešk,om,[6],orieš|ok,[5]
541,pattern_representative,rely,sg,G,rely,n,neskl,rely,ø,[],rely,[]
542,pattern_representative,strojvodca,pl,I,strojvodcami,mp,hrdina,strojvodc,ami,[9],stroj|vod|c|a,"[5, 8, 9]"
543,pattern_representative,chmeľ,sg,A,chmeľ,mi,žiaľ,chmeľ,ø,[],chmeľ,[]
544,pattern_representative,vlások,pl,I,vláskami,mi,kúsok,vlásk,ami,[5],vlás|ok,[4]
545,pattern_representative,šči,sg,G,šči,n,neskl,šči,ø,[],šči,[]
546,pattern_representative,ateliér,pl,A,ateliéry,mi,materiál,ateliér,y,[7],atel|iér,[4]
547,pattern_representative,miss,pl,N,miss,f,miss,miss,ø,[],miss,[]
548,pattern_representative,skóre,pl,I,skóre,n,neskl,skóre,ø,[],skóre,[]
549,pattern_representative,nedobizeň,pl,G,nedobizní,f,dlaň,nedobizn,í,[8],nedob|izeň,[5]
550,pattern_representative,posledok,sg,I,posledkom,mi,kúsok,posledk,om,[7],po|sled|ok,"[2, 6]"
551,pattern_representative,sedielce,sg,L,sedielci,n,líce,sedielc,i,[7],sed|iel|c|e,"[3, 6, 7]"
552,pattern_representative,bešamel,pl,I,bešamelmi,mi,materiál,bešamel,mi,[7],bešamel,[]
553,pattern_representative,bezzemok,sg,A,bezzemka,mp,svedok,bezzemk,a,[7],bez|zem|ok,"[3, 6]"
554,pattern_representative,akvarel,pl,D,akvarelom,mi,materiál,akvarel,om,[7],akv|arel,[3]
555,pattern_representative,koľaj,sg,A,koľaj,f,esej,koľaj,ø,[],koľ|aj,[3]
556,pattern_representative,tlačiareň,sg,G,tlačiarne,f,elektráreň,tlačiarn,e,[8],tlač|iareň,[4]
557,pattern_representative,činel,sg,D,činelu,mi,hotel,činel,u,[5],činel,[]
558,pattern_representative,recitál,pl,N,recitály,mi,materiál,recitál,y,[7],recit|ál,[5]
559,pattern_representative,klavír,pl,N,klavíry,mi,hotel,klavír,y,[6],klav|ír,[4]
560,pattern_representative,pachoľa,pl,A,pachoľatá,n,zviera,pachoľ,atá,[6],pachoľ|a,[6]
561,pattern_representative,ríša,pl,I,ríšami,f,práca,ríš,ami,[3],ríš|a,[3]
562,pattern_representative,kropaj,sg,A,kropaj,f,esej,kropaj,ø,[],krop|aj,[4]
563,pattern_representative,mantinel,sg,G,mantinela,mi,hotel,mantinel,a,[8],mantinel,[]
564,pattern_representative,antisemita,sg,L,antisemitovi,mp,husita,antisemit,ovi,[9],anti|sem|it|a,"[4, 7, 9]"
565,pattern_representative,páľa,pl,G,páľ,f,práca,páľ,ø,[],páľ|a,[3]
566,pattern_representative,revolver,pl,G,revolverov,mi,hotel,revolver,ov,[8],revolver,[]
567,pattern_representative,vicemiss,sg,G,vicemiss,f,miss,vicemiss,ø,[],vice|miss,[4]
568,pattern_representative,tse-tse,sg,D,tse-tse,f,miss,tse-tse,ø,[],tse-tse,[]
569,pattern_representative,kozmopolita,pl,D,kozmopolitom,mp,husita,kozmopolit,om,[10],kozm|o|polit|a,"[4, 5, 10]"
570,pattern_representative,vinea,pl,A,viney,f,idea,vine,y,[4],vine|a,[4]
571,pattern_representative,trenažér,pl,N,trenažéry,mi,hotel,trenažér,y,[8],tren|ažér,[4]
572,pattern_representative,spojler,sg,D,spojleru,mi,hotel,spojler,u,[7],spojl|er,[5]
573,pattern_representative,rúbaň,pl,A,rúbane,f,dlaň,rúban,e,[5],rúb|aň,[3]
574,pattern_representative,krištáľ,pl,G,krištáľov,mi,žiaľ,krištáľ,ov,[7],krištáľ,[]
575,pattern_representative,knieža,sg,A,knieža,n,zviera,kniež,a,[5],kniež|a,[5]
576,pattern_representative,priehlbeň,sg,D,priehlbeni,f,dlaň,priehlben,i,[9],prie|hlb|eň,"[4, 7]"
577,pattern_representative,dreň,sg,L,dreni,f,dlaň,dren,i,[4],dreň,[]
578,pattern_representative,peľ,pl,D,peľom,mi,žiaľ,peľ,om,[3],peľ,[]
579,pattern_representative,epicentrum,pl,G,epicentier,n,mesto,epicentier,ø,[],epi|centr|um,"[3, 8]"
580,pattern_representative,semiš,pl,N,semiše,mi,žiaľ,semiš,e,[5],semiš,[]
581,pattern_representative,odstavča,sg,G,odstavčaťa,n,zviera,odstavč,aťa,[7],od|sta|v|č|a,"[2, 5, 6, 7]"
582,pattern_representative,rarášok,pl,G,raráškov,mp,svedok,rarášk,ov,[6],raráš|ok,[5]
583,pattern_representative,sadielce,pl,G,sadielec,n,líce,sadielec,ø,[],sad|iel|c|e,"[3, 6, 7]"
584,pattern_representative,súkareň,pl,A,súkarne,f,dlaň,súkarne,ø,[],súk|areň,[3]
585,pattern_representative,mikrofiš,pl,G,mikrofišov,mi,žiaľ,mikrofiš,ov,[8],mikr|o|fiš,"[4, 5]"
586,pattern_representative,veľkobaňa,sg,I,veľkobaňou,f,dielňa,veľkobaň,ou,[8],veľ|k|o|baň|a,"[3, 4, 5, 8]"
587,pattern_representative,kôlňa,sg,A,kôlňu,f,dielňa,kôlňu,ø,[],kôlňa,[]
588,pattern_representative,skicentrum,sg,I,skicentrom,n,mesto,skicentrom,ø,[],ski|centr|um,"[3, 8]"
589,pattern_representative,stebielce,sg,L,stebielci,n,líce,stebielc,i,[8],stebiel|c|e,"[7, 8]"
590,pattern_representative,zviera,pl,I,zvieratami,n,zviera,zvier,atami,[5],zvier|a,[5]
591,pattern_representative,bridž,sg,I,bridžom,mi,žiaľ,bridž,om,[5],bridž,[]
592,pattern_representative,popmusic,sg,A,popmusic,f,miss,popmusic,ø,[],pop|music,[3]
593,pattern_representative,holobriadok,pl,G,holobriadkov,mp,svedok,holobriadk,ov,[10],hol|o|briad|ok,"[3, 4, 9]"
594,pattern_representative,šľapaj,sg,D,šľapaji,f,esej,šľapaj,i,[6],šľap|aj,[4]
595,pattern_representative,mláďa,pl,D,mláďatám,n,zviera,mláď,atám,[4],mláď|a,[4]
596,pattern_representative,zmier,sg,D,zmieru,mi,žiaľ,zmier,u,[5],z|mier,[1]
597,pattern_representative,štôlňa,sg,I,štôlňou,f,dielňa,štôlň,ou,[5],štôlňa,[]
598,pattern_representative,dielňa,sg,D,dielni,f,dielňa,dielni,ø,[],diel|ň|a,"[4, 5]"
599,pattern_representative,fafrnok,sg,G,fafrnka,mp,svedok,fafrnk,a,[6],fafrn|ok,[5]
600,pattern_representative,nádej,pl,N,nádeje,f,esej,nádej,e,[5],nádej,[]
601,pattern_representative,práčňa,sg,I,práčňou,f,dielňa,práčň,ou,[5],pr|áčň|a,"[2, 5]"
602,pattern_representative,transvestita,pl,N,transvestiti,mp,husita,transvestit,i,[11],trans|vest|it|a,"[5, 9, 11]"
603,pattern_representative,líce,sg,A,líce,n,líce,líc,e,[3],líc|e,[3]
604,pattern_representative,šmrnc,pl,I,šmrncmi,mi,žiaľ,šmrnc,mi,[5],šmrnc,[]
605,pattern_representative,míľa,sg,A,míľu,f,práca,míľ,u,[3],míľ|a,[3]
606,pattern_representative,pradience,pl,N,pradienca,n,líce,pradienc,a,[8],prad|ien|c|e,"[4, 7, 8]"
607,pattern_representative,pláca,sg,I,plácou,f,práca,plác,ou,[4],plác|a,[4]
608,pattern_representative,oje,sg,L,oji,n,líce,oj,i,[2],oj|e,[2]
609,pattern_representative,páža,sg,I,pážaťom,n,zviera,páž,aťom,[3],páž|a,[3]
610,pattern_representative,jury,pl,A,jury,f,miss,jury,ø,[],jury,[]
611,pattern_representative,esej,pl,A,eseje,f,esej,esej,e,[4],esej,[]
612,pattern_representative,askéta,sg,L,askétovi,mp,husita,askét,ovi,[5],ask|ét|a,"[3, 5]"
613,pattern_representative,svedok,pl,I,svedkami,mp,svedok,svedk,ami,[5],sved|ok,[4]
614,pattern_representative,despota,pl,G,despotov,mp,husita,despot,ov,[6],despot|a,[6]
615,pattern_representative,minorita,sg,D,minoritovi,f,žena,minorit,ovi,[7],minor|it|a,"[5, 7]"
616,pattern_representative,hrdielce,sg,L,hrdielci,n,líce,hrdielc,i,[7],hrdiel|c|e,"[6, 7]"
617,pattern_representative,arciknieža,pl,I,arcikniežatami,n,zviera,arcikniež,atami,[9],arci|kniež|a,"[4, 9]"
618,pattern_representative,pohrobok,sg,L,pohrobkovi,mp,svedok,pohrobk,ovi,[7],po|hrob|ok,"[2, 6]"
619,pattern_representative,loby,pl,D,loby,f,miss,loby,ø,[],loby,[]
620,pattern_representative,žieňa,pl,A,žieňatá,n,zviera,žieň,atá,[4],žieň|a,[4]
621,pattern_representative,svieca,pl,N,sviece,f,práca,sviec,e,[5],sviec|a,[5]
622,pattern_representative,kamea,pl,G,kameí,f,idea,kame,í,[4],kame|a,[4]
623,pattern_representative,idea,pl,D,ideám,f,idea,ide,ám,[3],ide|a,[3]
624,pattern_representative,spolupráca,sg,A,spoluprácu,f,práca,spoluprác,u,[9],spol|u|prác|a,"[4, 5, 9]"
625,pattern_representative,presscentrum,sg,I,presscentrom,n,mesto,presscentrom,ø,[],press|centr|um,"[5, 10]"
626,pattern_representative,dielce,sg,G,dielca,n,líce,dielc,a,[5],diel|c|e,"[4, 5]"
627,pattern_representative,bizniscentrum,pl,A,bizniscentrá,n,mesto,bizniscentrá,ø,[],biznis|centr|um,"[6, 11]"
628,pattern_representative,bandita,pl,L,banditoch,mp,husita,bandit,och,[6],band|it|a,"[4, 6]"
629,pattern_representative,ríňa,pl,G,ríň,f,práca,ríň,ø,[],ríň|a,[3]
630,pattern_representative,husita,pl,G,husitov,mp,husita,husit,ov,[5],hus|it|a,"[3, 5]"
631,pattern_representative,svetielce,sg,D,svetielcu,n,líce,svetielc,u,[8],svet|iel|c|e,"[4, 7, 8]"
632,pattern_representative,lady,sg,D,lady,f,miss,lady,ø,[],lady,[]
633,pattern_representative,apologéta,pl,I,apologétami,mp,husita,apologét,ami,[8],apolog|ét|a,"[6, 8]"
634,pattern_representative,centrum,pl,N,centrá,n,mesto,centrá,ø,[],centr|um,[5]
635,pattern_representative,krstňa,pl,A,krstňatá,n,zviera,krstň,atá,[5],krst|ň|a,"[4, 5]"
636,pattern_representative,výrastok,pl,N,výrastkovia,mp,svedok,výrastk,ovia,[7],vý|rast|ok,"[2, 6]"
637,pattern_representative,madam,pl,A,madam,f,miss,madam,ø,[],madam,[]
638,pattern_representative,beznádej,pl,A,beznádeje,f,esej,beznádej,e,[8],bez|nádej,[3]
639,pattern_representative,tôňa,sg,L,tôni,f,dielňa,tôni,ø,[],tôňa,[]
640,pattern_representative,trachea,sg,G,trachey,f,idea,trache,y,[6],trache|a,[6]
641,pattern_representative,katechéta,pl,L,katechétoch,mp,husita,katechét,och,[8],katech|ét|a,"[6, 8]"
642,pattern_representative,skrýša,pl,G,skrýš,f,práca,skrýš,ø,[],s|krý|š|a,"[1, 4, 5]"
643,pattern_representative,kratochvíľa,sg,G,kratochvíle,f,práca,kratochvíl,e,[10],krat|o|chvíľ|a,"[4, 5, 10]"
644,pattern_representative,partaj,pl,D,partajám,f,esej,partaj,ám,[6],partaj,[]
645,pattern_representative,livrej,pl,G,livrejí,f,esej,livrej,í,[6],livrej,[]
646,pattern_representative,tácňa,pl,G,tácní,f,dielňa,tácní,ø,[],tác|ň|a,"[3, 4]"
647,pattern_representative,spálňa,pl,L,spálňach,f,dielňa,spálňa,ch,[6],sp|álň|a,"[2, 5]"
648,pattern_representative,orchidea,sg,L,orchidei,f,idea,orchide,i,[7],orchide|a,[7]
649,pattern_representative,country,pl,I,country,f,miss,country,ø,[],country,[]
650,pattern_representative,kardiocentrum,sg,A,kardiocentrum,n,mesto,kardiocentrum,ø,[],kardi|o|centr|um,"[5, 6, 11]"
651,hard_tokenization,deťúrence,pl,L,deťúrenciach,n,V-deťúrence,deťúrenc,iach,[8],deť|úrenc|e,"[3, 8]"
652,hard_tokenization,dieťa,sg,I,dieťaťom,n,V-dieťa,dieťať,om,[6],dieť|a,[4]
653,hard_tokenization,uznášanianeschopnosť,sg,G,uznášanianeschopnosti,f,možnosť,uznášanianeschopnost,i,[20],u|z|náš|an|ia|ne|schop|n|osť,"[1, 2, 5, 7, 9, 11, 16, 17]"
654,hard_tokenization,ucho,pl,G,uší,n,V-ucho,uš,í,[2],uch|o,[3]
655,hard_tokenization,neodškriepiteľnosť,sg,G,neodškriepiteľnosti,f,možnosť,neodškriepiteľnost,i,[18],ne|od|škriep|iteľn|osť,"[2, 4, 10, 15]"
656,hard_tokenization,mať,pl,G,materí,f,V-mať,mater,í,[5],mať,[]
657,hard_tokenization,uznášaniaschopnosť,sg,G,uznášaniaschopnosti,f,možnosť,uznášaniaschopnost,i,[18],u|z|náš|an|ia|schop|n|osť,"[1, 2, 5, 7, 9, 14, 15]"
658,hard_tokenization,more,pl,G,morí,n,V-more,mor,í,[3],mor|e,[3]
659,hard_tokenization,pole,pl,G,polí,n,V-more,pol,í,[3],pol|e,[3]
660,hard_tokenization,širokospektrálnosť,sg,G,širokospektrálnosti,f,možnosť,širokospektrálnost,i,[18],šir|ok|o|spektr|áln|osť,"[3, 5, 6, 12, 15]"
661,hard_tokenization,nekonštruktívnosť,sg,G,nekonštruktívnosti,f,možnosť,nekonštruktívnost,i,[17],ne|kon|štruk|t|ívn|osť,"[2, 5, 10, 11, 14]"
662,hard_tokenization,neodstrániteľnosť,sg,G,neodstrániteľnosti,f,možnosť,neodstrániteľnost,i,[17],ne|od|strán|iteľn|osť,"[2, 4, 9, 14]"
663,hard_tokenization,nepreukázateľnosť,sg,G,nepreukázateľnosti,f,možnosť,nepreukázateľnost,i,[17],ne|pre|ukáz|ateľn|osť,"[2, 5, 9, 14]"
664,hard_tokenization,kontraproduktívnosť,sg,G,kontraproduktívnosti,f,možnosť,kontraproduktívnost,i,[19],kontra|produk|t|ívn|osť,"[6, 12, 13, 16]"
665,hard_tokenization,demonštratívnosť,sg,G,demonštratívnosti,f,možnosť,demonštratívnost,i,[16],demonštr|at|ívn|osť,"[8, 10, 13]"
666,hard_tokenization,rýchločistiareň,pl,D,rýchločistiarňam,f,elektráreň,rýchločistiarň,am,[14],rýchl|o|čist|iareň,"[5, 6, 10]"
667,hard_tokenization,spoluužívateľ,pl,L,spoluužívateľoch,mp,priateľ,spoluužívateľ,och,[13],spol|u|u|ží|v|ateľ,"[4, 5, 6, 8, 9]"
668,hard_tokenization,inštrumentálnosť,sg,G,inštrumentálnosti,f,možnosť,inštrumentálnost,i,[16],inštru|ment|áln|osť,"[6, 10, 13]"
669,hard_tokenization,znečisťovateľ,pl,L,znečisťovateľoch,mp,priateľ,znečisťovateľ,och,[13],z|ne|čisť|ov|ateľ,"[1, 3, 7, 9]"
670,hard_tokenization,dvanásťnásobok,sg,G,dvanásťnásobku,mi,výsledok,dvanásťnásobk,u,[13],dv|a|násť|násob|ok,"[2, 3, 7, 12]"
671,hard_tokenization,stvárňovateľ,pl,L,stvárňovateľoch,mp,priateľ,stvárňovateľ,och,[12],s|tvár|ň|ov|ateľ,"[1, 5, 6, 8]"
672,hard_tokenization,zveľaďovateľ,pl,L,zveľaďovateľoch,mp,priateľ,zveľaďovateľ,och,[12],z|veľaď|ov|ateľ,"[1, 6, 8]"
673,hard_tokenization,rádiomagnetofón,sg,G,rádiomagnetofónu,mi,zápas,rádiomagnetofón,u,[15],rádi|o|magnet|o|fón,"[4, 5, 11, 12]"
674,hard_tokenization,samozásobovateľ,sg,D,samozásobovateľovi,mp,priateľ,samozásobovateľ,ovi,[15],sam|o|zásob|ov|ateľ,"[3, 4, 9, 11]"
675,hard_tokenization,veľkopestovateľ,sg,D,veľkopestovateľovi,mp,priateľ,veľkopestovateľ,ovi,[15],veľ|k|o|pest|ov|ateľ,"[3, 4, 5, 9, 11]"
676,hard_tokenization,voľnomyšlienkar,sg,D,voľnomyšlienkarovi,mp,chlap,voľnomyšlienkar,ovi,[15],voľ|n|o|myšl|ienk|ar,"[3, 4, 5, 9, 13]"
677,hard_tokenization,spolupredkladateľ,sg,D,spolupredkladateľovi,mp,priateľ,spolupredkladateľ,ovi,[17],spol|u|pred|klad|ateľ,"[4, 5, 9, 13]"
678,hard_tokenization,deväťdesiatnik,sg,D,deväťdesiatnikovi,mp,chlap,deväťdesiatnik,ovi,[14],deväť|desiat|nik,"[5, 11]"
679,hard_tokenization,napodobňovateľ,sg,D,napodobňovateľovi,mp,priateľ,napodobňovateľ,ovi,[14],na|podob|ň|ov|ateľ,"[2, 7, 8, 10]"
680,hard_tokenization,národohospodár,sg,D,národohospodárovi,mp,chlap,národohospodár,ovi,[14],ná|rod|o|hospod|ár,"[2, 5, 6, 12]"
681,hard_tokenization,prevádzkovateľ,sg,D,prevádzkovateľovi,mp,priateľ,prevádzkovateľ,ovi,[14],pre|vádz|k|ov|ateľ,"[3, 7, 8, 10]"
682,hard_tokenization,tiežpodnikateľ,sg,D,tiežpodnikateľovi,mp,priateľ,tiežpodnikateľ,ovi,[14],tiež|podnik|ateľ,"[4, 10]"
683,hard_tokenization,veľkoobchodník,sg,D,veľkoobchodníkovi,mp,chlap,veľkoobchodník,ovi,[14],veľ|k|o|obchod|ník,"[3, 4, 5, 11]"
684,hard_tokenization,rýchloopravovňa,sg,A,rýchloopravovňu,f,poisťovňa,rýchloopravovň,u,[14],rýchl|o|o|prav|ov|ň|a,"[5, 6, 7, 11, 13, 14]"
685,hard_tokenization,veľkoodberateľ,sg,A,veľkoodberateľa,mp,priateľ,veľkoodberateľ,a,[14],veľ|k|o|od|ber|ateľ,"[3, 4, 5, 7, 10]"
686,hard_tokenization,vykorisťovateľ,sg,A,vykorisťovateľa,mp,priateľ,vykorisťovateľ,a,[14],vy|korisť|ov|ateľ,"[2, 8, 10]"
687,hard_tokenization,sprostredkovateľ,sg,A,sprostredkovateľa,mp,priateľ,sprostredkovateľ,a,[16],s|pro|stred|k|ov|ateľ,"[1, 4, 9, 10, 12]"
688,hard_tokenization,akumulátorovňa,sg,A,akumulátorovňu,f,poisťovňa,akumulátorovň,u,[13],a|kumul|át|or|ovň|a,"[1, 6, 8, 10, 13]"
689,hard_tokenization,vysťahovalkyňa,sg,A,vysťahovalkyňu,f,ulica,vysťahovalkyň,u,[13],vy|s|ťah|ov|al|k|yň|a,"[2, 3, 6, 8, 10, 11, 13]"
690,hard_tokenization,ľahkomyseľnica,sg,A,ľahkomyseľnicu,f,ulica,ľahkomyseľnic,u,[13],ľah|k|o|myseľ|n|ic|a,"[3, 4, 5, 10, 11, 13]"
691,hard_tokenization,štvrťfinalista,sg,A,štvrťfinalistu,mp,futbalista,štvrťfinalist,u,[13],štvr|ť|fin|al|ist|a,"[4, 5, 8, 10, 13]"
692,hard_tokenization,znovunaštudovanie,sg,L,znovunaštudovaní,n,stretnutie,znovunaštudovan,í,[15],z|nov|u|na|štud|ov|an|ie,"[1, 4, 5, 7, 11, 13, 15]"
693,hard_tokenization,elektroinžinier,sg,L,elektroinžinierovi,mp,chlap,elektroinžinier,ovi,[15],elektr|o|inžin|ier,"[6, 7, 12]"
694,hard_tokenization,hydrometeorológ,sg,L,hydrometeorológovi,mp,syn,hydrometeorológ,ovi,[15],hydr|o|meteor|o|lóg,"[4, 5, 11, 12]"
695,hard_tokenization,malospotrebiteľ,sg,L,malospotrebiteľovi,mp,priateľ,malospotrebiteľ,ovi,[15],mal|o|s|po|treb|iteľ,"[3, 4, 5, 7, 11]"
696,hard_tokenization,poloprofesionál,sg,L,poloprofesionálovi,mp,chlap,poloprofesionál,ovi,[15],pol|o|profes|i|onál,"[3, 4, 10, 11]"
697,hard_tokenization,zadosťučinenie,sg,L,zadosťučinení,n,stretnutie,zadosťučinen,í,[12],za|dosť|u|čin|en|ie,"[2, 6, 7, 10, 12]"
698,hard_tokenization,experimentátor,sg,L,experimentátorovi,mp,chlap,experimentátor,ovi,[14],experi|ment|átor,"[6, 10]"
699,hard_tokenization,spolupracovník,sg,L,spolupracovníkovi,mp,chlap,spolupracovník,ovi,[14],spol|u|prac|ov|ník,"[4, 5, 9, 11]"
700,hard_tokenization,konzervatórium,pl,L,konzervatóriách,n,médium,konzervatóri,ách,[12],konzervatór|i|um,"[11, 12]"
701,hard_tokenization,hydroelektráreň,sg,I,hydroelektrárňou,f,elektráreň,hydroelektrárň,ou,[14],hydr|o|elektr|áreň,"[4, 5, 11]"
702,hard_tokenization,stereomagnetofón,sg,I,stereomagnetofónom,mi,zápas,stereomagnetofón,om,[16],stere|o|magnet|o|fón,"[5, 6, 12, 13]"
703,hard_tokenization,dvadsaťnásobok,sg,I,dvadsaťnásobkom,mi,výsledok,dvadsaťnásobk,om,[13],dv|a|dsať|násob|ok,"[2, 3, 7, 12]"
704,hard_tokenization,nanebovstúpenie,sg,I,nanebovstúpením,n,stretnutie,nanebovstúpen,ím,[13],na|neb|o|v|stúp|en|ie,"[2, 5, 6, 7, 11, 13]"
705,hard_tokenization,samozásobovanie,sg,I,samozásobovaním,n,stretnutie,samozásobovan,ím,[13],sam|o|zásob|ov|an|ie,"[3, 4, 9, 11, 13]"
706,hard_tokenization,jedenapolnásobok,pl,N,jedenapolnásobky,mi,výsledok,jedenapolnásobk,y,[15],jeden|a|pol|násob|ok,"[5, 6, 9, 14]"
